date,carbon tax
2016-01-24,10.0
2016-01-25,17.0
2016-01-26,47.0
2016-01-27,34.0
2016-01-28,48.0
2016-01-29,40.0
2016-01-30,20.0
2016-01-31,24.0
2016-02-01,39.0
2016-02-02,68.0
2016-02-03,47.0
2016-02-04,84.0
2016-02-05,59.0
2016-02-06,90.0
2016-02-07,49.0
2016-02-08,61.0
2016-02-09,53.0
2016-02-10,26.0
2016-02-11,39.0
2016-02-12,81.0
2016-02-13,78.0
2016-02-14,53.0
2016-02-15,30.0
2016-02-16,34.0
2016-02-17,43.0
2016-02-18,17.0
2016-02-19,40.0
2016-02-20,49.0
2016-02-21,0.0
2016-02-22,21.0
2016-02-23,38.0
2016-02-24,21.0
2016-02-25,60.0
2016-02-26,40.0
2016-02-27,68.0
2016-02-28,24.0
2016-02-29,29.0
2016-03-01,37.0
2016-03-02,33.0
2016-03-03,59.0
2016-03-04,52.0
2016-03-05,44.0
2016-03-06,24.0
2016-03-07,13.0
2016-03-08,30.0
2016-03-09,30.0
2016-03-10,26.0
2016-03-11,22.0
2016-03-12,20.0
2016-03-13,5.0
2016-03-14,30.0
2016-03-15,13.0
2016-04-23,14.0
2016-04-24,4.0
2016-04-25,3.0
2016-04-26,11.0
2016-04-27,8.0
2016-04-28,3.0
2016-04-29,5.0
2016-04-30,6.0
2016-05-01,2.0
2016-05-02,14.0
2016-05-03,9.0
2016-05-04,5.0
2016-05-05,5.0
2016-05-06,3.0
2016-05-07,0.0
2016-05-08,4.0
2016-05-09,8.0
2016-05-10,6.0
2016-05-11,11.0
2016-05-12,6.0
2016-05-13,3.0
2016-05-14,6.0
2016-05-15,6.0
2016-05-16,8.0
2016-05-17,9.0
2016-05-18,5.0
2016-05-19,6.0
2016-05-20,2.0
2016-05-21,0.0
2016-05-22,4.0
2016-05-23,9.0
2016-05-24,5.0
2016-05-25,10.0
2016-05-26,8.0
2016-05-27,14.0
2016-05-28,0.0
2016-05-29,4.0
2016-05-30,5.0
2016-05-31,9.0
2016-06-01,8.0
2016-06-02,5.0
2016-06-03,10.0
2016-06-04,6.0
2016-06-05,0.0
2016-06-06,8.0
2016-06-07,8.0
2016-06-08,16.0
2016-06-09,16.0
2016-06-10,8.0
2016-06-11,6.0
2016-06-12,6.0
2016-06-13,16.0
2016-06-14,14.0
2016-06-15,5.0
2016-06-16,5.0
2016-06-17,9.0
2016-06-18,9.0
2016-06-19,4.0
2016-06-20,3.0
2016-06-21,9.0
2016-06-22,6.0
2016-06-23,5.0
2016-06-24,5.0
2016-06-25,2.0
2016-06-26,6.0
2016-06-27,3.0
2016-06-28,6.0
2016-06-29,3.0
2016-06-30,12.0
2016-07-01,5.0
2016-07-02,4.0
2016-07-03,2.0
2016-07-04,2.0
2016-07-05,3.0
2016-07-06,5.0
2016-07-07,0.0
2016-07-08,6.0
2016-07-09,2.0
2016-07-10,4.0
2016-07-11,3.0
2016-07-12,10.0
2016-07-13,5.0
2016-07-14,5.0
2016-07-15,7.0
2016-07-16,10.0
2016-07-17,4.0
2016-07-18,5.0
2016-07-19,10.0
2016-07-20,2.0
2016-07-21,9.0
2016-07-22,9.0
2016-07-23,8.0
2016-07-24,8.0
2016-07-25,14.0
2016-07-26,9.0
2016-07-27,7.0
2016-07-28,5.0
2016-07-29,2.0
2016-07-30,4.0
2016-07-31,2.0
2016-08-01,7.0
2016-08-02,2.0
2016-08-03,2.0
2016-08-04,9.0
2016-08-05,13.0
2016-08-06,0.0
2016-08-07,2.0
2016-08-08,4.0
2016-08-09,2.0
2016-08-10,4.0
2016-08-11,9.0
2016-08-12,7.0
2016-08-13,8.0
2016-08-14,6.0
2016-08-15,2.0
2016-08-16,2.0
2016-08-17,4.0
2016-08-18,7.0
2016-08-19,4.0
2016-08-20,10.0
2016-08-21,4.0
2016-08-22,7.0
2016-08-23,12.0
2016-08-24,7.0
2016-08-25,5.0
2016-08-26,6.0
2016-08-27,2.0
2016-08-28,2.0
2016-08-29,10.0
2016-08-30,10.0
2016-08-31,7.0
2016-09-01,9.0
2016-09-02,9.0
2016-09-03,10.0
2016-09-04,2.0
2016-09-05,7.0
2016-09-06,6.0
2016-09-07,8.0
2016-09-08,12.0
2016-09-09,12.0
2016-09-10,6.0
2016-09-11,6.0
2016-09-12,14.0
2016-09-13,10.0
2016-09-14,5.0
2016-09-15,8.0
2016-09-16,7.0
2016-09-17,0.0
2016-09-18,4.0
2016-09-19,2.0
2016-09-20,11.0
2016-09-21,3.0
2016-09-22,8.0
2016-09-23,14.0
2016-09-24,6.0
2016-09-25,2.0
2016-09-26,2.0
2016-09-27,5.0
2016-09-28,8.0
2016-09-29,13.0
2016-09-30,9.0
2016-10-01,6.0
2016-11-09,28.0
2016-11-10,20.0
2016-11-11,9.0
2016-11-12,7.0
2016-11-13,16.0
2016-11-14,17.0
2016-11-15,10.0
2016-11-16,17.0
2016-11-17,11.0
2016-11-18,15.0
2016-11-19,10.0
2016-11-20,9.0
2016-11-21,5.0
2016-11-22,15.0
2016-11-23,10.0
2016-11-24,11.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,7.0
2016-11-28,8.0
2016-11-29,13.0
2016-11-30,9.0
2016-12-01,15.0
2016-12-02,14.0
2016-12-03,6.0
2016-12-04,9.0
2016-12-05,13.0
2016-12-06,8.0
2016-12-07,16.0
2016-12-08,13.0
2016-12-09,8.0
2016-12-10,15.0
2016-12-11,26.0
2016-12-12,23.0
2016-12-13,30.0
2016-12-14,15.0
2016-12-15,17.0
2016-12-16,16.0
2016-12-17,10.0
2016-12-18,7.0
2016-12-19,31.0
2016-12-20,27.0
2016-12-21,15.0
2016-12-22,14.0
2016-12-23,9.0
2016-12-24,11.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,11.0
2016-12-28,21.0
2016-12-29,17.0
2016-12-30,26.0
2016-12-31,20.0
2017-01-01,45.0
2017-01-02,43.0
2017-01-03,57.0
2017-01-04,46.0
2017-01-05,48.0
2017-01-06,67.0
2017-01-07,35.0
2017-01-08,25.0
2017-01-09,28.0
2017-01-10,21.0
2017-01-11,23.0
2017-01-12,33.0
2017-01-13,23.0
2017-01-14,23.0
2017-01-15,20.0
2017-01-16,15.0
2017-01-17,13.0
2017-01-18,15.0
2017-01-19,15.0
2017-01-20,7.0
2017-01-21,7.0
2017-01-22,7.0
2017-01-23,8.0
2017-01-24,8.0
2017-01-25,12.0
2017-01-26,14.0
2017-01-27,13.0
2017-01-28,3.0
2017-01-29,9.0
2017-01-30,6.0
2017-01-31,12.0
2017-02-01,8.0
2017-02-02,15.0
2017-02-03,9.0
2017-02-04,6.0
2017-02-05,5.0
2017-02-06,20.0
2017-02-07,11.0
2017-02-08,21.0
2017-02-09,19.0
2017-02-10,15.0
2017-02-11,8.0
2017-02-12,5.0
2017-02-13,17.0
2017-02-14,9.0
2017-02-15,13.0
2017-02-16,14.0
2017-02-17,9.0
2017-02-18,3.0
2017-02-19,2.0
2017-02-20,13.0
2017-02-21,17.0
2017-02-22,14.0
2017-02-23,16.0
2017-02-24,8.0
2017-02-25,6.0
2017-02-26,6.0
2017-02-27,8.0
2017-02-28,14.0
2017-03-01,8.0
2017-03-02,7.0
2017-03-03,7.0
2017-03-04,5.0
2017-03-05,5.0
2017-03-06,7.0
2017-03-07,13.0
2017-03-08,10.0
2017-03-09,13.0
2017-03-10,4.0
2017-03-11,2.0
2017-03-12,10.0
2017-03-13,7.0
2017-03-14,6.0
2017-03-15,3.0
2017-03-16,15.0
2017-03-17,9.0
2017-03-18,10.0
2017-03-19,1.0
2017-03-20,7.0
2017-03-21,10.0
2017-03-22,8.0
2017-03-23,3.0
2017-03-24,9.0
2017-03-25,1.0
2017-03-26,3.0
2017-03-27,12.0
2017-03-28,12.0
2017-03-29,7.0
2017-03-30,13.0
2017-03-31,5.0
2017-04-01,5.0
2017-04-02,8.0
2017-04-03,9.0
2017-04-04,13.0
2017-04-05,17.0
2017-04-06,9.0
2017-04-07,6.0
2017-04-08,9.0
2017-04-09,3.0
2017-04-10,10.0
2017-04-11,6.0
2017-04-12,8.0
2017-04-13,5.0
2017-04-14,8.0
2017-04-15,1.0
2017-04-16,3.0
2017-04-17,7.0
2017-04-18,7.0
2017-04-19,8.0
2017-05-28,2.0
2017-05-29,2.0
2017-05-30,1.0
2017-05-31,3.0
2017-06-01,4.0
2017-06-02,4.0
2017-06-03,1.0
2017-06-04,3.0
2017-06-05,2.0
2017-06-06,2.0
2017-06-07,3.0
2017-06-08,0.0
2017-06-09,2.0
2017-06-10,1.0
2017-06-11,0.0
2017-06-12,1.0
2017-06-13,2.0
2017-06-14,1.0
2017-06-15,2.0
2017-06-16,2.0
2017-06-17,0.0
2017-06-18,1.0
2017-06-19,3.0
2017-06-20,2.0
2017-06-21,2.0
2017-06-22,2.0
2017-06-23,2.0
2017-06-24,0.0
2017-06-25,2.0
2017-06-26,2.0
2017-06-27,4.0
2017-06-28,2.0
2017-06-29,1.0
2017-06-30,3.0
2017-07-01,1.0
2017-07-02,1.0
2017-07-03,2.0
2017-07-04,2.0
2017-07-05,4.0
2017-07-06,2.0
2017-07-07,1.0
2017-07-08,1.0
2017-07-09,2.0
2017-07-10,2.0
2017-07-11,3.0
2017-07-12,2.0
2017-07-13,3.0
2017-07-14,1.0
2017-07-15,0.0
2017-07-16,1.0
2017-07-17,1.0
2017-07-18,2.0
2017-07-19,3.0
2017-07-20,2.0
2017-07-21,0.0
2017-07-22,1.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,2.0
2017-07-26,1.0
2017-07-27,1.0
2017-07-28,2.0
2017-07-29,0.0
2017-07-30,1.0
2017-07-31,1.0
2017-08-01,1.0
2017-08-02,1.0
2017-08-03,1.0
2017-08-04,1.0
2017-08-05,1.0
2017-08-06,1.0
2017-08-07,1.0
2017-08-08,0.0
2017-08-09,1.0
2017-08-10,1.0
2017-08-11,2.0
2017-08-12,1.0
2017-08-13,2.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,1.0
2017-08-17,1.0
2017-08-18,2.0
2017-08-19,1.0
2017-08-20,1.0
2017-08-21,1.0
2017-08-22,2.0
2017-08-23,1.0
2017-08-24,0.0
2017-08-25,1.0
2017-08-26,0.0
2017-08-27,2.0
2017-08-28,0.0
2017-08-29,1.0
2017-08-30,1.0
2017-08-31,1.0
2017-09-01,2.0
2017-09-02,0.0
2017-09-03,0.0
2017-09-04,1.0
2017-09-05,1.0
2017-09-06,3.0
2017-09-07,2.0
2017-09-08,2.0
2017-09-09,1.0
2017-09-10,1.0
2017-09-11,1.0
2017-09-12,2.0
2017-09-13,3.0
2017-09-14,1.0
2017-09-15,1.0
2017-09-16,1.0
2017-09-17,1.0
2017-09-18,2.0
2017-09-19,2.0
2017-09-20,1.0
2017-09-21,3.0
2017-09-22,1.0
2017-09-23,1.0
2017-09-24,2.0
2017-09-25,1.0
2017-09-26,3.0
2017-09-27,2.0
2017-09-28,1.0
2017-09-29,2.0
2017-09-30,1.0
2017-10-01,0.0
2017-10-02,3.0
2017-10-03,1.0
2017-10-04,1.0
2017-10-05,2.0
2017-10-06,2.0
2017-10-07,3.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,4.0
2017-10-11,1.0
2017-10-12,2.0
2017-10-13,2.0
2017-10-14,0.0
2017-10-15,1.0
2017-10-16,2.0
2017-10-17,1.0
2017-10-18,2.0
2017-10-19,1.0
2017-10-20,1.0
2017-10-21,1.0
2017-10-22,1.0
2017-10-23,3.0
2017-10-24,1.0
2017-10-25,3.0
2017-10-26,2.0
2017-10-27,2.0
2017-10-28,1.0
2017-10-29,2.0
2017-10-30,3.0
2017-10-31,4.0
2017-11-01,1.0
2017-11-02,1.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,1.0
2017-12-14,3.0
2017-12-15,4.0
2017-12-16,1.0
2017-12-17,0.0
2017-12-18,4.0
2017-12-19,2.0
2017-12-20,2.0
2017-12-21,1.0
2017-12-22,1.0
2017-12-23,1.0
2017-12-24,3.0
2017-12-25,1.0
2017-12-26,3.0
2017-12-27,1.0
2017-12-28,1.0
2017-12-29,3.0
2017-12-30,4.0
2017-12-31,3.0
2018-01-01,3.0
2018-01-02,6.0
2018-01-03,4.0
2018-01-04,5.0
2018-01-05,4.0
2018-01-06,3.0
2018-01-07,2.0
2018-01-08,4.0
2018-01-09,5.0
2018-01-10,3.0
2018-01-11,3.0
2018-01-12,1.0
2018-01-13,2.0
2018-01-14,2.0
2018-01-15,3.0
2018-01-16,1.0
2018-01-17,6.0
2018-01-18,3.0
2018-01-19,2.0
2018-01-20,0.0
2018-01-21,2.0
2018-01-22,3.0
2018-01-23,5.0
2018-01-24,3.0
2018-01-25,3.0
2018-01-26,1.0
2018-01-27,0.0
2018-01-28,3.0
2018-01-29,4.0
2018-01-30,2.0
2018-01-31,2.0
2018-02-01,3.0
2018-02-02,3.0
2018-02-03,2.0
2018-02-04,1.0
2018-02-05,2.0
2018-02-06,2.0
2018-02-07,3.0
2018-02-08,4.0
2018-02-09,4.0
2018-02-10,0.0
2018-02-11,3.0
2018-02-12,2.0
2018-02-13,4.0
2018-02-14,2.0
2018-02-15,3.0
2018-02-16,4.0
2018-02-17,2.0
2018-02-18,3.0
2018-02-19,6.0
2018-02-20,3.0
2018-02-21,5.0
2018-02-22,3.0
2018-02-23,1.0
2018-02-24,1.0
2018-02-25,5.0
2018-02-26,4.0
2018-02-27,2.0
2018-02-28,5.0
2018-03-01,4.0
2018-03-02,4.0
2018-03-03,2.0
2018-03-04,1.0
2018-03-05,4.0
2018-03-06,1.0
2018-03-07,4.0
2018-03-08,3.0
2018-03-09,2.0
2018-03-10,1.0
2018-03-11,1.0
2018-03-12,4.0
2018-03-13,4.0
2018-03-14,5.0
2018-03-15,5.0
2018-03-16,4.0
2018-03-17,2.0
2018-03-18,2.0
2018-03-19,3.0
2018-03-20,1.0
2018-03-21,4.0
2018-03-22,1.0
2018-03-23,3.0
2018-03-24,3.0
2018-03-25,4.0
2018-03-26,4.0
2018-03-27,3.0
2018-03-28,6.0
2018-03-29,6.0
2018-03-30,2.0
2018-03-31,2.0
2018-04-01,7.0
2018-04-02,5.0
2018-04-03,6.0
2018-04-04,5.0
2018-04-05,5.0
2018-04-06,2.0
2018-04-07,4.0
2018-04-08,8.0
2018-04-09,8.0
2018-04-10,6.0
2018-04-11,2.0
2018-04-12,2.0
2018-04-13,3.0
2018-04-14,4.0
2018-04-15,1.0
2018-04-16,6.0
2018-04-17,3.0
2018-04-18,3.0
2018-04-19,4.0
2018-04-20,3.0
2018-04-21,0.0
2018-04-22,3.0
2018-04-23,4.0
2018-04-24,4.0
2018-04-25,2.0
2018-04-26,3.0
2018-04-27,3.0
2018-04-28,2.0
2018-04-29,3.0
2018-04-30,6.0
2018-05-01,5.0
2018-05-02,6.0
2018-05-03,5.0
2018-05-04,5.0
2018-05-05,2.0
2018-05-06,3.0
2018-05-07,3.0
2018-05-08,5.0
2018-05-09,3.0
2018-05-10,3.0
2018-05-11,2.0
2018-05-12,3.0
2018-05-13,1.0
2018-05-14,3.0
2018-05-15,2.0
2018-05-16,3.0
2018-05-17,2.0
2018-05-18,2.0
2018-05-19,2.0
2018-05-20,2.0
2018-05-21,3.0
2018-05-22,3.0
2018-05-23,1.0
2018-05-24,2.0
2018-07-02,3.0
2018-07-03,7.0
2018-07-04,3.0
2018-07-05,4.0
2018-07-06,6.0
2018-07-07,1.0
2018-07-08,2.0
2018-07-09,6.0
2018-07-10,5.0
2018-07-11,5.0
2018-07-12,5.0
2018-07-13,5.0
2018-07-14,2.0
2018-07-15,3.0
2018-07-16,4.0
2018-07-17,2.0
2018-07-18,4.0
2018-07-19,12.0
2018-07-20,11.0
2018-07-21,4.0
2018-07-22,3.0
2018-07-23,4.0
2018-07-24,4.0
2018-07-25,6.0
2018-07-26,7.0
2018-07-27,4.0
2018-07-28,2.0
2018-07-29,3.0
2018-07-30,5.0
2018-07-31,2.0
2018-08-01,17.0
2018-08-02,11.0
2018-08-03,10.0
2018-08-04,5.0
2018-08-05,3.0
2018-08-06,2.0
2018-08-07,2.0
2018-08-08,5.0
2018-08-09,4.0
2018-08-10,4.0
2018-08-11,1.0
2018-08-12,2.0
2018-08-13,10.0
2018-08-14,3.0
2018-08-15,1.0
2018-08-16,1.0
2018-08-17,2.0
2018-08-18,0.0
2018-08-19,2.0
2018-08-20,2.0
2018-08-21,6.0
2018-08-22,2.0
2018-08-23,8.0
2018-08-24,3.0
2018-08-25,3.0
2018-08-26,0.0
2018-08-27,3.0
2018-08-28,3.0
2018-08-29,5.0
2018-08-30,4.0
2018-08-31,6.0
2018-09-01,2.0
2018-09-02,0.0
2018-09-03,2.0
2018-09-04,1.0
2018-09-05,3.0
2018-09-06,3.0
2018-09-07,3.0
2018-09-08,0.0
2018-09-09,2.0
2018-09-10,3.0
2018-09-11,3.0
2018-09-12,5.0
2018-09-13,4.0
2018-09-14,3.0
2018-09-15,1.0
2018-09-16,0.0
2018-09-17,3.0
2018-09-18,3.0
2018-09-19,6.0
2018-09-20,2.0
2018-09-21,4.0
2018-09-22,2.0
2018-09-23,2.0
2018-09-24,5.0
2018-09-25,4.0
2018-09-26,2.0
2018-09-27,6.0
2018-09-28,6.0
2018-09-29,2.0
2018-09-30,2.0
2018-10-01,2.0
2018-10-02,8.0
2018-10-03,8.0
2018-10-04,6.0
2018-10-05,9.0
2018-10-06,13.0
2018-10-07,10.0
2018-10-08,9.0
2018-10-09,13.0
2018-10-10,14.0
2018-10-11,10.0
2018-10-12,8.0
2018-10-13,8.0
2018-10-14,6.0
2018-10-15,6.0
2018-10-16,10.0
2018-10-17,9.0
2018-10-18,9.0
2018-10-19,8.0
2018-10-20,2.0
2018-10-21,4.0
2018-10-22,8.0
2018-10-23,38.0
2018-10-24,34.0
2018-10-25,23.0
2018-10-26,16.0
2018-10-27,4.0
2018-10-28,8.0
2018-10-29,11.0
2018-10-30,8.0
2018-10-31,14.0
2018-11-01,10.0
2018-11-02,9.0
2018-11-03,2.0
2018-11-04,4.0
2018-11-05,7.0
2018-11-06,9.0
2018-11-07,16.0
2018-11-08,14.0
2018-11-09,10.0
2018-11-10,11.0
2018-11-11,7.0
2018-11-12,3.0
2018-11-13,9.0
2018-11-14,3.0
2018-11-15,10.0
2018-11-16,9.0
2018-11-17,5.0
2018-11-18,8.0
2018-11-19,7.0
2018-11-20,4.0
2018-11-21,4.0
2018-11-22,4.0
2018-11-23,3.0
2018-11-24,4.0
2018-11-25,7.0
2018-11-26,8.0
2018-11-27,9.0
2018-11-28,5.0
2018-11-29,10.0
2018-11-30,10.0
2018-12-01,2.0
2018-12-02,6.0
2018-12-03,8.0
2018-12-04,12.0
2018-12-05,14.0
2018-12-06,12.0
2018-12-07,9.0
2018-12-08,8.0
2018-12-09,9.0
2018-12-10,10.0
2019-01-18,6.0
2019-01-19,9.0
2019-01-20,6.0
2019-01-21,4.0
2019-01-22,12.0
2019-01-23,4.0
2019-01-24,6.0
2019-01-25,7.0
2019-01-26,4.0
2019-01-27,3.0
2019-01-28,11.0
2019-01-29,8.0
2019-01-30,11.0
2019-01-31,9.0
2019-02-01,6.0
2019-02-02,6.0
2019-02-03,6.0
2019-02-04,9.0
2019-02-05,10.0
2019-02-06,6.0
2019-02-07,8.0
2019-02-08,5.0
2019-02-09,6.0
2019-02-10,8.0
2019-02-11,4.0
2019-02-12,10.0
2019-02-13,13.0
2019-02-14,15.0
2019-02-15,9.0
2019-02-16,4.0
2019-02-17,7.0
2019-02-18,12.0
2019-02-19,10.0
2019-02-20,14.0
2019-02-21,8.0
2019-02-22,11.0
2019-02-23,10.0
2019-02-24,11.0
2019-02-25,12.0
2019-02-26,8.0
2019-02-27,11.0
2019-02-28,4.0
2019-03-01,11.0
2019-03-02,8.0
2019-03-03,6.0
2019-03-04,10.0
2019-03-05,10.0
2019-03-06,22.0
2019-03-07,19.0
2019-03-08,13.0
2019-03-09,18.0
2019-03-10,13.0
2019-03-11,15.0
2019-03-12,11.0
2019-03-13,13.0
2019-03-14,14.0
2019-03-15,18.0
2019-03-16,9.0
2019-03-17,12.0
2019-03-18,15.0
2019-03-19,13.0
2019-03-20,14.0
2019-03-21,16.0
2019-03-22,13.0
2019-03-23,8.0
2019-03-24,9.0
2019-03-25,23.0
2019-03-26,20.0
2019-03-27,21.0
2019-03-28,28.0
2019-03-29,41.0
2019-03-30,35.0
2019-03-31,79.0
2019-04-01,100.0
2019-04-02,75.0
2019-04-03,37.0
2019-04-04,49.0
2019-04-05,35.0
2019-04-06,29.0
2019-04-07,30.0
2019-04-08,25.0
2019-04-09,32.0
2019-04-10,25.0
2019-04-11,19.0
2019-04-12,26.0
2019-04-13,12.0
2019-04-14,13.0
2019-04-15,27.0
2019-04-16,23.0
2019-04-17,44.0
2019-04-18,24.0
2019-04-19,21.0
2019-04-20,11.0
2019-04-21,10.0
2019-04-22,23.0
2019-04-23,21.0
2019-04-24,16.0
